#    L    TT             EE             BB             TE          
   377    0.19952E-01    0.90534E-04    0.65416E-04    0.28797E-03
   378    0.19875E-01    0.90053E-04    0.65483E-04    0.26881E-03
   379    0.19792E-01    0.89621E-04    0.65556E-04    0.24966E-03
   380    0.19702E-01    0.89236E-04    0.65633E-04    0.23055E-03
   381    0.19605E-01    0.88899E-04    0.65716E-04    0.21153E-03
   382    0.19502E-01    0.88607E-04    0.65802E-04    0.19262E-03
   383    0.19393E-01    0.88362E-04    0.65890E-04    0.17387E-03
   384    0.19277E-01    0.88163E-04    0.65981E-04    0.15532E-03
   385    0.19155E-01    0.88008E-04    0.66074E-04    0.13699E-03
   386    0.19027E-01    0.87898E-04    0.66167E-04    0.11894E-03
   387    0.18894E-01    0.87831E-04    0.66260E-04    0.10118E-03
   388    0.18755E-01    0.87808E-04    0.66353E-04    0.83763E-04
   389    0.18610E-01    0.87828E-04    0.66444E-04    0.66723E-04
